paddy_id,mesh_rakusui,mesh_paddy,dist,orifice,drn_id,total_distance
147,3778,3897,10.446177954907453,1.0,19088.0,1676.7766952966372
148,3916,3916,0.0,1.0,19088.0,1651.7766952966372
149,2587,3936,97.21319379700988,1.0,19088.0,6548.427114912897
150,3946,3946,0.0,1.0,19088.0,6795.996665744355
151,4172,3962,112.68021015185327,1.0,19088.0,6445.414123351104
152,1190,3969,36.253859302364226,1.0,18850.0,1020.7106781186549
153,4172,3981,105.75827997426774,1.0,19088.0,6445.414123351104
154,3994,3994,0.0,1.0,19088.0,6445.414123351104
155,4056,4007,122.01319681403305,1.0,19088.0,3567.629923487306
156,4010,4010,0.0,1.0,19088.0,1776.7766952966372
157,4019,4019,0.0,1.0,19088.0,1701.7766952966372
158,4027,4027,0.0,1.0,13657.0,842.5921829294655
159,4039,4039,0.0,1.0,18850.0,2501.536120975118
160,4056,4056,0.0,1.0,19088.0,3567.629923487306
161,4067,4067,0.0,1.0,19088.0,1701.7766952966372
162,4048,4077,22.858828289687324,1.0,18850.0,2501.536120975118
163,4079,4079,0.0,1.0,19088.0,1726.7766952966372
164,4094,4094,0.0,1.0,18850.0,2251.776695296637
165,4102,4102,0.0,1.0,13657.0,638.7444119121137
166,4122,4122,0.0,1.0,19088.0,1701.7766952966372
167,4130,4130,0.0,1.0,19088.0,6430.016630073446
168,4137,4151,97.09277318870865,1.0,19088.0,6430.016630073446
169,4158,4158,0.0,1.0,19088.0,1726.7766952966372
170,4171,4171,0.0,1.0,19088.0,6445.414123351104
171,4181,4181,0.0,1.0,13657.0,972.8802958732092
172,4204,4191,117.99390058579152,1.0,21822.0,2799.137948257903
173,4204,4204,0.0,1.0,21822.0,2799.137948257903
174,5221,4214,224.30940588117127,1.0,21822.0,3122.011611704868
175,5160,4232,259.1787185313961,1.0,21822.0,2989.6208581801925
176,4237,4237,0.0,1.0,21822.0,2754.328638373343
177,5160,4249,117.28039251184437,1.0,21822.0,2989.6208581801925
178,4254,4254,0.0,1.0,21822.0,2668.9101800615376
179,4204,4266,113.23721980676521,1.0,21822.0,2799.137948257903
180,4672,4283,97.23736431452451,1.0,21822.0,4077.3194440640746
181,4389,4287,15.908134600880718,1.0,21822.0,2756.741006960685
182,4297,4297,0.0,1.0,21822.0,2707.3431597613067
183,4308,4308,0.0,1.0,21822.0,2886.943913854997
184,5160,4315,107.71508578923282,1.0,21822.0,2989.6208581801925
185,4333,4333,0.0,1.0,21822.0,2886.943913854997
186,5160,4336,110.05759369202308,1.0,21822.0,2989.6208581801925
187,4333,4357,14.50741168621587,1.0,21822.0,2886.943913854997
188,393,4360,15.75615974461104,1.0,21822.0,2756.741006960685
189,4374,4374,0.0,1.0,21822.0,2799.137948257903
190,4389,4389,0.0,1.0,21822.0,2756.741006960685
191,4208,4400,13.60262128940001,1.0,21822.0,2799.137948257903
192,917,4403,110.0735945820636,1.0,21822.0,4052.3194440640746
193,4204,4418,296.8282902753138,1.0,21822.0,2799.137948257903
194,4204,4421,243.8309419471072,1.0,21822.0,2799.137948257903
195,4472,4433,15.688928205840101,1.0,21822.0,2593.183961180573
196,4204,4442,107.48634342807219,1.0,21822.0,2799.137948257903
197,4204,4458,198.14468238226266,1.0,21822.0,2799.137948257903
198,4461,4461,0.0,1.0,21822.0,2437.4474647659326
199,4204,4479,303.0310142318658,1.0,21822.0,2799.137948257903
200,4204,4487,197.37229999932183,1.0,21822.0,2799.137948257903
201,6338,4492,112.73162668744209,1.0,21822.0,2391.9011043877654
202,6338,4504,14.403241514982527,1.0,21822.0,2391.9011043877654
203,4204,4513,141.50913245763857,1.0,21822.0,2799.137948257903
204,4204,4520,256.5140362417901,1.0,21822.0,2799.137948257903
205,4584,4533,11.318788983516255,1.0,21822.0,2754.328638373343
206,4543,4543,0.0,1.0,21822.0,2593.183961180573
207,4204,4548,274.4116129839181,1.0,21822.0,2799.137948257903
208,4553,4553,0.0,1.0,21822.0,2652.256443447093
209,4204,4572,107.01061101853648,1.0,21822.0,2799.137948257903
210,4582,4582,0.0,1.0,21822.0,2593.183961180573
211,4204,4603,200.01011252551743,1.0,21822.0,2799.137948257903
