fid,X,Y,drn_id,value
486,23208.5416,4842.948,35135,1.0
487,23208.5416,4812.948,35135,1.0
488,23208.5416,4782.948,35135,1.0
489,23208.5416,4752.948,35135,1.0
490,23208.5416,4722.948,35135,1.0
491,23208.5416,4692.948,35135,1.0
492,23208.5416,4662.948,35135,1.0
493,23208.5416,4632.948,35135,1.0
494,23208.5416,4602.948,35135,1.0
495,23208.5416,4572.948,35135,1.0
496,23178.5416,4542.948,35135,1.0
497,22068.5416,4512.948,35718,1.0
498,23178.5416,4512.948,35135,1.0
499,22038.5416,4482.948,35718,1.0
500,22098.5416,4482.948,35718,1.0
501,23178.5416,4482.948,35135,1.0
502,22008.5416,4452.948,35718,1.0
503,22128.5416,4452.948,35718,1.0
504,23178.5416,4452.948,35135,1.0
505,22158.5416,4422.948,35718,1.0
506,23178.5416,4422.948,35135,1.0
507,22188.5416,4392.948,35718,1.0
508,23178.5416,4392.948,35135,1.0
509,22218.5416,4362.948,35718,1.0
510,23178.5416,4362.948,35135,1.0
511,22218.5416,4332.948,35718,1.0
512,23178.5416,4332.948,35135,1.0
513,22248.5416,4302.948,35718,1.0
514,23178.5416,4302.948,35135,1.0
515,22278.5416,4272.948,35718,1.0
516,23178.5416,4272.948,35135,1.0
517,22308.5416,4242.948,35718,1.0
518,23178.5416,4242.948,35135,1.0
519,22338.5416,4212.948,35718,1.0
520,23178.5416,4212.948,35135,1.0
521,23208.5416,4212.948,35135,1.0
522,23238.5416,4212.948,35135,1.0
523,23268.5416,4212.948,35135,1.0
524,22368.5416,4182.948,35718,1.0
525,23268.5416,4182.948,35135,1.0
526,22368.5416,4152.948,35718,1.0
527,23298.5416,4152.948,35135,1.0
528,22398.5416,4122.948,35718,1.0
529,23298.5416,4122.948,35135,1.0
530,22428.5416,4092.9480000000003,35718,1.0
531,23298.5416,4092.9480000000003,35135,1.0
532,22428.5416,4062.9480000000003,35718,1.0
533,23298.5416,4062.9480000000003,35135,1.0
534,22458.5416,4032.9480000000003,35718,1.0
535,23298.5416,4032.9480000000003,35135,1.0
536,22458.5416,4002.9480000000003,35718,1.0
537,23328.5416,4002.9480000000003,35135,1.0
538,22488.5416,3972.9480000000003,35718,1.0
539,22518.5416,3972.9480000000003,35718,1.0
540,23358.5416,3972.9480000000003,35135,1.0
541,22548.5416,3942.9480000000003,35718,1.0
542,22578.5416,3942.9480000000003,35718,1.0
543,23388.5416,3942.9480000000003,35135,1.0
544,22608.5416,3912.9480000000003,35718,1.0
545,22638.5416,3912.9480000000003,35718,1.0
546,23388.5416,3912.9480000000003,35135,1.0
547,22668.5416,3882.9480000000003,35718,1.0
548,22698.5416,3882.9480000000003,35718,1.0
549,23418.5416,3882.9480000000003,35135,1.0
550,22728.5416,3852.9480000000003,35718,1.0
551,23448.5416,3852.9480000000003,35135,1.0
552,22728.5416,3822.9480000000003,35718,1.0
553,22878.5416,3822.9480000000003,35718,1.0
554,22908.5416,3822.9480000000003,35718,1.0
555,22938.5416,3822.9480000000003,35718,1.0
556,22968.5416,3822.9480000000003,35718,1.0
557,23088.5416,3822.9480000000003,35718,1.0
558,23478.5416,3822.9480000000003,35135,1.0
559,23508.5416,3822.9480000000003,35135,1.0
560,22758.5416,3792.9480000000003,35718,1.0
561,22818.5416,3792.9480000000003,35718,1.0
562,22848.5416,3792.9480000000003,35718,1.0
563,22998.5416,3792.9480000000003,35718,1.0
564,23058.5416,3792.9480000000003,35718,1.0
565,23118.5416,3792.9480000000003,35718,1.0
566,23538.5416,3792.9480000000003,35135,1.0
567,22758.5416,3762.9480000000003,35718,1.0
568,22788.5416,3762.9480000000003,35718,1.0
569,23028.5416,3762.9480000000003,35718,1.0
570,23148.5416,3762.9480000000003,35718,1.0
571,23568.5416,3762.9480000000003,35135,1.0
572,23178.5416,3732.9480000000003,35718,1.0
573,23598.5416,3732.9480000000003,35135,1.0
574,23628.5416,3732.9480000000003,35135,1.0
575,23208.5416,3702.9480000000003,35718,1.0
576,23658.5416,3702.9480000000003,35135,1.0
577,23238.5416,3672.9480000000003,35718,1.0
578,23688.5416,3672.9480000000003,35135,1.0
579,23718.5416,3672.9480000000003,35135,1.0
580,23208.5416,3642.9480000000003,35718,1.0
581,23748.5416,3642.9480000000003,35135,1.0
582,23778.5416,3642.9480000000003,35135,1.0
583,23208.5416,3612.9480000000003,35718,1.0
584,23808.5416,3612.9480000000003,35135,1.0
585,23838.5416,3612.9480000000003,35135,1.0
586,23238.5416,3582.9480000000003,35718,1.0
587,23268.5416,3582.9480000000003,35718,1.0
588,23868.5416,3582.9480000000003,35135,1.0
589,23898.5416,3582.9480000000003,35135,1.0
590,23268.5416,3552.9480000000003,35718,1.0
591,23298.5416,3552.9480000000003,35718,1.0
592,23388.5416,3552.9480000000003,35718,1.0
593,23418.5416,3552.9480000000003,35718,1.0
594,23928.5416,3552.9480000000003,35135,1.0
595,23958.5416,3552.9480000000003,35135,1.0
596,23988.5416,3552.9480000000003,35135,1.0
597,23328.5416,3522.9480000000003,35718,1.0
598,23358.5416,3522.9480000000003,35718,1.0
599,23448.5416,3522.9480000000003,35718,1.0
600,23478.5416,3522.9480000000003,35718,1.0
601,24018.5416,3522.9480000000003,35135,1.0
602,24048.5416,3522.9480000000003,35135,1.0
603,23508.5416,3492.9480000000003,35718,1.0
604,23538.5416,3492.9480000000003,35718,1.0
605,24078.5416,3492.9480000000003,35135,1.0
606,24108.5416,3492.9480000000003,35135,1.0
607,23568.5416,3462.9480000000003,35718,1.0
608,23598.5416,3462.9480000000003,35718,1.0
609,24138.5416,3462.9480000000003,35135,1.0
610,24168.5416,3462.9480000000003,35135,1.0
611,24198.5416,3462.9480000000003,35135,1.0
612,24228.5416,3462.9480000000003,35135,1.0
613,24258.5416,3462.9480000000003,35135,1.0
614,24288.5416,3462.9480000000003,35135,1.0
615,24318.5416,3462.9480000000003,35135,1.0
616,23628.5416,3432.9480000000003,35718,1.0
617,23658.5416,3432.9480000000003,35718,1.0
618,24348.5416,3432.9480000000003,35135,1.0
619,24378.5416,3432.9480000000003,35135,1.0
620,24408.5416,3432.9480000000003,35135,1.0
621,23688.5416,3402.9480000000003,35718,1.0
622,23718.5416,3402.9480000000003,35718,1.0
623,23748.5416,3402.9480000000003,35718,1.0
624,24438.5416,3402.9480000000003,35135,1.0
625,24468.5416,3402.9480000000003,35135,1.0
626,24498.5416,3402.9480000000003,35135,1.0
627,23778.5416,3372.9480000000003,35718,1.0
628,23808.5416,3372.9480000000003,35718,1.0
629,23838.5416,3372.9480000000003,35718,1.0
630,24528.5416,3372.9480000000003,35135,1.0
631,24558.5416,3372.9480000000003,35135,1.0
632,23868.5416,3342.9480000000003,35718,1.0
633,23898.5416,3342.9480000000003,35718,1.0
634,23928.5416,3342.9480000000003,35718,1.0
635,23958.5416,3342.9480000000003,35718,1.0
636,24588.5416,3342.9480000000003,35135,1.0
637,24618.5416,3342.9480000000003,35135,1.0
638,24648.5416,3342.9480000000003,35135,1.0
639,23988.5416,3312.9480000000003,35718,1.0
640,24018.5416,3312.9480000000003,35718,1.0
641,24048.5416,3312.9480000000003,35718,1.0
642,24678.5416,3312.9480000000003,35135,1.0
643,24708.5416,3312.9480000000003,35135,1.0
644,24738.5416,3312.9480000000003,35135,1.0
645,24078.5416,3282.9480000000003,35718,1.0
646,24108.5416,3282.9480000000003,35718,1.0
647,24768.5416,3282.9480000000003,35135,1.0
648,24798.5416,3282.9480000000003,35135,1.0
649,24828.5416,3282.9480000000003,35135,1.0
650,24138.5416,3252.9480000000003,35718,1.0
651,24168.5416,3252.9480000000003,35718,1.0
652,24858.5416,3252.9480000000003,35135,1.0
653,24888.5416,3252.9480000000003,35135,1.0
654,24918.5416,3252.9480000000003,35135,1.0
655,24198.5416,3222.9480000000003,35718,1.0
656,24228.5416,3222.9480000000003,35718,1.0
657,24258.5416,3222.9480000000003,35718,1.0
658,24948.5416,3222.9480000000003,35135,1.0
659,24978.5416,3222.9480000000003,35135,1.0
660,24288.5416,3192.9480000000003,35718,1.0
661,24318.5416,3192.9480000000003,35718,1.0
662,24348.5416,3192.9480000000003,35718,1.0
663,25008.5416,3192.9480000000003,35135,1.0
664,25038.5416,3192.9480000000003,35135,1.0
665,25068.5416,3192.9480000000003,35135,1.0
666,25818.5416,3192.9480000000003,35135,1.0
667,24378.5416,3162.9480000000003,35718,1.0
